question_id,title,topic_primary,url_slug,source_url,base_unweighted_n,base_weighted_n,moe_question_level,is_multiselect,options_count
2025-148_q10,"Rate your level of agreement with the following statement: ""Preconception car",Module 1,rate-your-level-of-agreement-with-the-following-statement-preconception-car,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#rate-your-level-of-agreement-with-the-following-statement-preconception-car,1000,1000.0000000000275,+/- 3.2%,false,5
2025-148_q100,How confident are you in your ability to recognize AI-generated videos when you see them?,Module 3,how-confident-are-you-in-your-ability-to-recognize-ai-generated-videos-when-you-see-them,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#how-confident-are-you-in-your-ability-to-recognize-ai-generated-videos-when-you-see-them,1000,999.999999999978,+/- 3.2%,false,5
2025-148_q101,"In your opinion, has the availability of mobile sports betting detracted or enhanced your experience as a sports spectator?",Module 3,in-your-opinion-has-the-availability-of-mobile-sports-betting-detracted-or-enhanced-your-experience-as-a-sports-spectator,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#in-your-opinion-has-the-availability-of-mobile-sports-betting-detracted-or-enhanced-your-experience-as-a-sports-spectator,1000,999.999999999978,+/- 3.2%,false,6
2025-148_q102,"Have you heard of the Quitline at 1-800-Quit-Now? The Quitline helps people live tobacco free with medication, coaching and more.",Module 3,have-you-heard-of-the-quitline-at-1-800-quit-now-the-quitline-helps-people-live-tobacco-free-with-medication-coaching-and-more,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#have-you-heard-of-the-quitline-at-1-800-quit-now-the-quitline-helps-people-live-tobacco-free-with-medication-coaching-and-more,1000,999.999999999978,+/- 3.2%,false,3
2025-148_q103,"During a typical week, how many days do you play video games (e.g., games on your phone, on a game console, or on a computer)?",Module 3,during-a-typical-week-how-many-days-do-you-play-video-games-e-g-games-on-your-phone-on-a-game-console-or-on-a-computer,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#during-a-typical-week-how-many-days-do-you-play-video-games-e-g-games-on-your-phone-on-a-game-console-or-on-a-computer,1000,999.999999999978,+/- 3.2%,false,5
2025-148_q104,Are you planning to use a blood glucose monitor for personal health and wellness?,Module 3,are-you-planning-to-use-a-blood-glucose-monitor-for-personal-health-and-wellness,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#are-you-planning-to-use-a-blood-glucose-monitor-for-personal-health-and-wellness,1000,999.999999999978,+/- 3.2%,false,5
2025-148_q105,How often do you think about nature?,Module 3,how-often-do-you-think-about-nature,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#how-often-do-you-think-about-nature,1000,999.999999999978,+/- 3.2%,false,5
2025-148_q106,Have you seen a primary care provider in the last year (last 12 months)?,Module 3,have-you-seen-a-primary-care-provider-in-the-last-year-last-12-months,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#have-you-seen-a-primary-care-provider-in-the-last-year-last-12-months,1000,999.999999999978,+/- 3.2%,false,3
2025-148_q107,"Thinking about future generations, do you believe children growing up in the U.S. today will be healthier than adults are now?",Module 3,thinking-about-future-generations-do-you-believe-children-growing-up-in-the-u-s-today-will-be-healthier-than-adults-are-now,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#thinking-about-future-generations-do-you-believe-children-growing-up-in-the-u-s-today-will-be-healthier-than-adults-are-now,1000,999.999999999978,+/- 3.2%,false,5
2025-148_q108,Do you feel confident in your current plans for your life?,Module 3,do-you-feel-confident-in-your-current-plans-for-your-life,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#do-you-feel-confident-in-your-current-plans-for-your-life,1000,999.999999999978,+/- 3.2%,false,3
2025-148_q109,How much do you trust artificial intelligence (AI) to identify and prevent the spread of misinformation online?,Module 3,how-much-do-you-trust-artificial-intelligence-ai-to-identify-and-prevent-the-spread-of-misinformation-online,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#how-much-do-you-trust-artificial-intelligence-ai-to-identify-and-prevent-the-spread-of-misinformation-online,1000,999.999999999978,+/- 3.2%,false,5
2025-148_q11,How much does faith/religion/spirituality influence your ability to undergo a biopsy/procedure and experience pain?,Module 1,how-much-does-faith-religion-spirituality-influence-your-ability-to-undergo-a-biopsy-procedure-and-experience-pain,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#how-much-does-faith-religion-spirituality-influence-your-ability-to-undergo-a-biopsy-procedure-and-experience-pain,1000,1000.0000000000275,+/- 3.2%,false,5
2025-148_q110,"What kind of health insurance do you have? If you have more than one, please select your primary insurance.",Module 3,what-kind-of-health-insurance-do-you-have-if-you-have-more-than-one-please-select-your-primary-insurance,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#what-kind-of-health-insurance-do-you-have-if-you-have-more-than-one-please-select-your-primary-insurance,1000,999.999999999978,+/- 3.2%,false,7
2025-148_q111,Which of the following statements most closely reflects your view of Harvard University?,Module 3,which-of-the-following-statements-most-closely-reflects-your-view-of-harvard-university,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#which-of-the-following-statements-most-closely-reflects-your-view-of-harvard-university,1000,999.999999999978,+/- 3.2%,false,3
2025-148_q112,Are you a current tobacco user?,Module 3,are-you-a-current-tobacco-user,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#are-you-a-current-tobacco-user,1000,999.999999999978,+/- 3.2%,false,3
2025-148_q113,What concerns do you have surrounding youth artificial intelligence (AI) use in K-12 education?,Module 3,what-concerns-do-you-have-surrounding-youth-artificial-intelligence-ai-use-in-k-12-education,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#what-concerns-do-you-have-surrounding-youth-artificial-intelligence-ai-use-in-k-12-education,1000,999.999999999978,+/- 3.2%,true,7
2025-148_q114,What would you say is the biggest barrier preventing you from furthering your wellness journey?,Module 3,what-would-you-say-is-the-biggest-barrier-preventing-you-from-furthering-your-wellness-journey,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#what-would-you-say-is-the-biggest-barrier-preventing-you-from-furthering-your-wellness-journey,1000,999.999999999978,+/- 3.2%,true,5
2025-148_q115,How many hours of physical activity per week do you engage in?,Module 3,how-many-hours-of-physical-activity-per-week-do-you-engage-in,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#how-many-hours-of-physical-activity-per-week-do-you-engage-in,1000,999.999999999978,+/- 3.2%,false,7
2025-148_q116,Do your bathroom habits get in way of your daily activities?,Module 3,do-your-bathroom-habits-get-in-way-of-your-daily-activities,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#do-your-bathroom-habits-get-in-way-of-your-daily-activities,1000,999.999999999978,+/- 3.2%,false,3
2025-148_q117,What's your main reason for buying food from dollar stores?,Module 3,what-s-your-main-reason-for-buying-food-from-dollar-stores,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#what-s-your-main-reason-for-buying-food-from-dollar-stores,1000,999.999999999978,+/- 3.2%,false,7
2025-148_q118,Which of the following describes your participation in Dry January in 2025?,Module 3,which-of-the-following-describes-your-participation-in-dry-january-in-2025,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#which-of-the-following-describes-your-participation-in-dry-january-in-2025,1000,999.999999999978,+/- 3.2%,false,4
2025-148_q119,"If you were or are a college student, do you feel you were ever food insecure (lacking access to sufficient food, or food of good quality)?",Module 3,if-you-were-or-are-a-college-student-do-you-feel-you-were-ever-food-insecure-lacking-access-to-sufficient-food-or-food-of-good-quality,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#if-you-were-or-are-a-college-student-do-you-feel-you-were-ever-food-insecure-lacking-access-to-sufficient-food-or-food-of-good-quality,1000,999.999999999978,+/- 3.2%,false,5
